round_number,round_match_number,player_name,team_name,opponent_player,opponent_team,player_points,opponent_points,side
2,6,Player 091,Team 005,Player 089,Team 010,3,0,Home
2,6,Player 089,Team 010,Player 091,Team 005,0,3,Away
2,7,Player 048,Team 015,Player 085,Team 016,3,0,Home
2,7,Player 085,Team 016,Player 048,Team 015,0,3,Away
2,7,Player 048,Team 015,Player 087,Team 016,3,0,Home
2,7,Player 087,Team 016,Player 048,Team 015,0,3,Away
2,7,Player 048,Team 015,Player 059,Team 016,3,1,Home
2,7,Player 059,Team 016,Player 048,Team 015,1,3,Away
2,7,Player 048,Team 015,Player 086,Team 016,3,0,Home
2,7,Player 086,Team 016,Player 048,Team 015,0,3,Away
2,7,Player 047,Team 015,Player 085,Team 016,3,0,Home
2,7,Player 085,Team 016,Player 047,Team 015,0,3,Away
2,7,Player 047,Team 015,Player 087,Team 016,3,1,Home
2,7,Player 087,Team 016,Player 047,Team 015,1,3,Away
2,7,Player 047,Team 015,Player 059,Team 016,3,0,Home
2,7,Player 059,Team 016,Player 047,Team 015,0,3,Away
2,7,Player 047,Team 015,Player 086,Team 016,3,0,Home
2,7,Player 086,Team 016,Player 047,Team 015,0,3,Away
2,7,Player 046,Team 015,Player 085,Team 016,3,0,Home
2,7,Player 085,Team 016,Player 046,Team 015,0,3,Away
2,7,Player 046,Team 015,Player 087,Team 016,3,0,Home
2,7,Player 087,Team 016,Player 046,Team 015,0,3,Away
2,7,Player 046,Team 015,Player 059,Team 016,3,1,Home
2,7,Player 059,Team 016,Player 046,Team 015,1,3,Away
2,7,Player 046,Team 015,Player 086,Team 016,3,0,Home
2,7,Player 086,Team 016,Player 046,Team 015,0,3,Away
2,7,Player 056,Team 015,Player 085,Team 016,3,0,Home
2,7,Player 085,Team 016,Player 056,Team 015,0,3,Away
2,7,Player 056,Team 015,Player 087,Team 016,3,1,Home
2,7,Player 087,Team 016,Player 056,Team 015,1,3,Away
2,7,Player 056,Team 015,Player 059,Team 016,2,3,Home
2,7,Player 059,Team 016,Player 056,Team 015,3,2,Away
2,7,Player 056,Team 015,Player 086,Team 016,3,2,Home
2,7,Player 086,Team 016,Player 056,Team 015,2,3,Away
2,8,Player 066,Team 013,Player 071,Team 014,3,0,Home
2,8,Player 071,Team 014,Player 066,Team 013,0,3,Away
2,8,Player 066,Team 013,Player 084,Team 014,3,1,Home
2,8,Player 084,Team 014,Player 066,Team 013,1,3,Away
2,8,Player 066,Team 013,Player 044,Team 014,3,0,Home
2,8,Player 044,Team 014,Player 066,Team 013,0,3,Away
2,8,Player 066,Team 013,Player 070,Team 014,3,0,Home
2,8,Player 070,Team 014,Player 066,Team 013,0,3,Away
2,8,Player 052,Team 013,Player 071,Team 014,0,3,Home
2,8,Player 071,Team 014,Player 052,Team 013,3,0,Away
2,8,Player 052,Team 013,Player 084,Team 014,3,0,Home
2,8,Player 084,Team 014,Player 052,Team 013,0,3,Away
2,8,Player 052,Team 013,Player 044,Team 014,3,2,Home
2,8,Player 044,Team 014,Player 052,Team 013,2,3,Away
2,8,Player 052,Team 013,Player 070,Team 014,2,3,Home
2,8,Player 070,Team 014,Player 052,Team 013,3,2,Away
2,8,Player 051,Team 013,Player 071,Team 014,0,3,Home
2,8,Player 071,Team 014,Player 051,Team 013,3,0,Away
2,8,Player 051,Team 013,Player 084,Team 014,3,2,Home
2,8,Player 084,Team 014,Player 051,Team 013,2,3,Away
2,8,Player 051,Team 013,Player 044,Team 014,2,3,Home
2,8,Player 044,Team 014,Player 051,Team 013,3,2,Away
2,8,Player 051,Team 013,Player 070,Team 014,0,3,Home
2,8,Player 070,Team 014,Player 051,Team 013,3,0,Away
2,8,(játék nélkül),Team 013,Player 071,Team 014,0,3,Home
2,8,Player 071,Team 014,(játék nélkül),Team 013,3,0,Away
2,8,(játék nélkül),Team 013,Player 084,Team 014,0,3,Home
2,8,Player 084,Team 014,(játék nélkül),Team 013,3,0,Away
2,8,(játék nélkül),Team 013,Player 044,Team 014,0,3,Home
2,8,Player 044,Team 014,(játék nélkül),Team 013,3,0,Away
2,8,(játék nélkül),Team 013,Player 070,Team 014,0,3,Home
2,8,Player 070,Team 014,(játék nélkül),Team 013,3,0,Away
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 089,Team 010,0,3,Away
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 089,Team 010,0,3,Away
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 089,Team 010,0,3,Away
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 089,Team 010,0,3,Away
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 063,Team 010,0,3,Away
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 063,Team 010,0,3,Away
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 063,Team 010,0,3,Away
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 063,Team 010,0,3,Away
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 064,Team 010,0,3,Away
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 064,Team 010,0,3,Away
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 064,Team 010,0,3,Away
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 064,Team 010,0,3,Away
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 020,Team 010,0,3,Away
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 020,Team 010,0,3,Away
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 020,Team 010,0,3,Away
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0,Home
3,1,(játék nélkül),Team 013,Player 020,Team 010,0,3,Away
3,2,Player 004,Team 004,Player 074,Team 002,3,0,Home
3,2,Player 074,Team 002,Player 004,Team 004,0,3,Away
3,2,Player 004,Team 004,Player 054,Team 002,3,0,Home
3,2,Player 054,Team 002,Player 004,Team 004,0,3,Away
3,2,Player 004,Team 004,Player 078,Team 002,3,0,Home
3,2,Player 078,Team 002,Player 004,Team 004,0,3,Away
3,2,Player 004,Team 004,Player 041,Team 002,3,1,Home
3,2,Player 041,Team 002,Player 004,Team 004,1,3,Away
3,2,Player 075,Team 004,Player 074,Team 002,3,0,Home
3,2,Player 074,Team 002,Player 075,Team 004,0,3,Away
3,2,Player 075,Team 004,Player 054,Team 002,3,0,Home
3,2,Player 054,Team 002,Player 075,Team 004,0,3,Away
3,2,Player 075,Team 004,Player 078,Team 002,3,0,Home
3,2,Player 078,Team 002,Player 075,Team 004,0,3,Away
3,2,Player 075,Team 004,Player 041,Team 002,3,2,Home
3,2,Player 041,Team 002,Player 075,Team 004,2,3,Away
3,2,Player 017,Team 004,Player 074,Team 002,3,2,Home
3,2,Player 074,Team 002,Player 017,Team 004,2,3,Away
3,2,Player 017,Team 004,Player 054,Team 002,3,0,Home
3,2,Player 054,Team 002,Player 017,Team 004,0,3,Away
3,2,Player 017,Team 004,Player 078,Team 002,3,1,Home
3,2,Player 078,Team 002,Player 017,Team 004,1,3,Away
3,2,Player 017,Team 004,Player 041,Team 002,1,3,Home
3,2,Player 041,Team 002,Player 017,Team 004,3,1,Away
3,2,Player 009,Team 004,Player 074,Team 002,3,0,Home
3,2,Player 074,Team 002,Player 009,Team 004,0,3,Away
3,2,Player 009,Team 004,Player 054,Team 002,3,0,Home
3,2,Player 054,Team 002,Player 009,Team 004,0,3,Away
3,2,Player 009,Team 004,Player 078,Team 002,3,0,Home
3,2,Player 078,Team 002,Player 009,Team 004,0,3,Away
3,2,Player 009,Team 004,Player 099,Team 002,3,0,Home
3,2,Player 099,Team 002,Player 009,Team 004,0,3,Away
3,3,Player 014,Team 007,Player 008,Team 003,3,2,Home
3,3,Player 008,Team 003,Player 014,Team 007,2,3,Away
3,3,Player 014,Team 007,Player 067,Team 003,1,3,Home
3,3,Player 067,Team 003,Player 014,Team 007,3,1,Away
3,3,Player 014,Team 007,Player 125,Team 003,3,1,Home
3,3,Player 125,Team 003,Player 014,Team 007,1,3,Away
3,3,Player 014,Team 007,Player 003,Team 003,3,2,Home
3,3,Player 003,Team 003,Player 014,Team 007,2,3,Away
3,3,Player 034,Team 007,Player 008,Team 003,1,3,Home
3,3,Player 008,Team 003,Player 034,Team 007,3,1,Away
3,3,Player 034,Team 007,Player 067,Team 003,1,3,Home
3,3,Player 067,Team 003,Player 034,Team 007,3,1,Away
3,3,Player 034,Team 007,Player 125,Team 003,3,0,Home
3,3,Player 125,Team 003,Player 034,Team 007,0,3,Away
3,3,Player 034,Team 007,Player 003,Team 003,3,1,Home
3,3,Player 003,Team 003,Player 034,Team 007,1,3,Away
3,3,Player 049,Team 007,Player 008,Team 003,2,3,Home
3,3,Player 008,Team 003,Player 049,Team 007,3,2,Away
3,3,Player 049,Team 007,Player 067,Team 003,1,3,Home
3,3,Player 067,Team 003,Player 049,Team 007,3,1,Away
3,3,Player 049,Team 007,Player 125,Team 003,0,3,Home
3,3,Player 125,Team 003,Player 049,Team 007,3,0,Away
3,3,Player 049,Team 007,Player 003,Team 003,1,3,Home
3,3,Player 003,Team 003,Player 049,Team 007,3,1,Away
3,3,Player 098,Team 007,Player 008,Team 003,0,3,Home
3,3,Player 008,Team 003,Player 098,Team 007,3,0,Away
3,3,Player 098,Team 007,Player 003,Team 003,1,3,Home
3,3,Player 003,Team 003,Player 098,Team 007,3,1,Away
3,3,Player 065,Team 007,Player 067,Team 003,0,3,Home
3,3,Player 067,Team 003,Player 065,Team 007,3,0,Away
3,3,Player 065,Team 007,Player 125,Team 003,0,3,Home
3,3,Player 125,Team 003,Player 065,Team 007,3,0,Away
3,4,Player 001,Team 001,Player 010,Team 006,2,3,Home
3,4,Player 010,Team 006,Player 001,Team 001,3,2,Away
3,4,Player 001,Team 001,Player 073,Team 006,3,2,Home
3,4,Player 073,Team 006,Player 001,Team 001,2,3,Away
3,4,Player 001,Team 001,Player 030,Team 006,3,0,Home
3,4,Player 030,Team 006,Player 001,Team 001,0,3,Away
3,4,Player 001,Team 001,Player 097,Team 006,3,0,Home
3,4,Player 097,Team 006,Player 001,Team 001,0,3,Away
3,4,Player 007,Team 001,Player 010,Team 006,3,0,Home
3,4,Player 010,Team 006,Player 007,Team 001,0,3,Away
3,4,Player 007,Team 001,Player 073,Team 006,3,0,Home
3,4,Player 073,Team 006,Player 007,Team 001,0,3,Away
3,4,Player 007,Team 001,Player 030,Team 006,3,0,Home
3,4,Player 030,Team 006,Player 007,Team 001,0,3,Away
3,4,Player 007,Team 001,Player 097,Team 006,3,0,Home
3,4,Player 097,Team 006,Player 007,Team 001,0,3,Away
3,4,Player 076,Team 001,Player 010,Team 006,3,0,Home
3,4,Player 010,Team 006,Player 076,Team 001,0,3,Away
3,4,Player 076,Team 001,Player 073,Team 006,3,0,Home
3,4,Player 073,Team 006,Player 076,Team 001,0,3,Away
3,4,Player 076,Team 001,Player 030,Team 006,3,0,Home
3,4,Player 030,Team 006,Player 076,Team 001,0,3,Away
3,4,Player 076,Team 001,Player 097,Team 006,3,0,Home
3,4,Player 097,Team 006,Player 076,Team 001,0,3,Away
3,4,Player 069,Team 001,Player 010,Team 006,3,2,Home
3,4,Player 010,Team 006,Player 069,Team 001,2,3,Away
3,4,Player 069,Team 001,Player 073,Team 006,3,0,Home
3,4,Player 073,Team 006,Player 069,Team 001,0,3,Away
3,4,Player 069,Team 001,Player 030,Team 006,3,1,Home
3,4,Player 030,Team 006,Player 069,Team 001,1,3,Away
3,4,Player 069,Team 001,Player 097,Team 006,3,0,Home
3,4,Player 097,Team 006,Player 069,Team 001,0,3,Away
3,5,Player 048,Team 015,Player 083,Team 012,3,1,Home
3,5,Player 083,Team 012,Player 048,Team 015,1,3,Away
3,5,Player 048,Team 015,Player 039,Team 012,0,3,Home
3,5,Player 039,Team 012,Player 048,Team 015,3,0,Away
3,5,Player 048,Team 015,Player 025,Team 012,0,3,Home
3,5,Player 025,Team 012,Player 048,Team 015,3,0,Away
3,5,Player 048,Team 015,(játék nélkül),Team 012,3,0,Home
3,5,(játék nélkül),Team 012,Player 048,Team 015,0,3,Away
3,5,Player 047,Team 015,Player 083,Team 012,3,1,Home
3,5,Player 083,Team 012,Player 047,Team 015,1,3,Away
3,5,Player 047,Team 015,Player 039,Team 012,2,3,Home
3,5,Player 039,Team 012,Player 047,Team 015,3,2,Away
3,5,Player 047,Team 015,Player 025,Team 012,1,3,Home
3,5,Player 025,Team 012,Player 047,Team 015,3,1,Away
3,5,Player 047,Team 015,(játék nélkül),Team 012,3,0,Home
3,5,(játék nélkül),Team 012,Player 047,Team 015,0,3,Away
3,5,Player 046,Team 015,Player 083,Team 012,0,3,Home
3,5,Player 083,Team 012,Player 046,Team 015,3,0,Away
3,5,Player 046,Team 015,Player 039,Team 012,1,3,Home
3,5,Player 039,Team 012,Player 046,Team 015,3,1,Away
3,5,Player 046,Team 015,Player 025,Team 012,0,3,Home
3,5,Player 025,Team 012,Player 046,Team 015,3,0,Away
3,5,Player 046,Team 015,(játék nélkül),Team 012,3,0,Home
3,5,(játék nélkül),Team 012,Player 046,Team 015,0,3,Away
3,5,Player 056,Team 015,Player 083,Team 012,1,3,Home
3,5,Player 083,Team 012,Player 056,Team 015,3,1,Away
3,5,Player 056,Team 015,Player 039,Team 012,3,2,Home
3,5,Player 039,Team 012,Player 056,Team 015,2,3,Away
3,5,Player 056,Team 015,Player 025,Team 012,1,3,Home
3,5,Player 025,Team 012,Player 056,Team 015,3,1,Away
3,5,Player 056,Team 015,(játék nélkül),Team 012,3,0,Home
3,5,(játék nélkül),Team 012,Player 056,Team 015,0,3,Away
3,6,Player 096,Team 014,Player 081,Team 009,3,2,Home
3,6,Player 081,Team 009,Player 096,Team 014,2,3,Away
3,6,Player 096,Team 014,Player 045,Team 009,3,1,Home
3,6,Player 045,Team 009,Player 096,Team 014,1,3,Away
3,6,Player 096,Team 014,Player 058,Team 009,3,0,Home
3,6,Player 058,Team 009,Player 096,Team 014,0,3,Away
3,6,Player 096,Team 014,Player 068,Team 009,0,3,Home
3,6,Player 068,Team 009,Player 096,Team 014,3,0,Away
3,6,Player 031,Team 014,Player 081,Team 009,3,1,Home
3,6,Player 081,Team 009,Player 031,Team 014,1,3,Away
3,6,Player 031,Team 014,Player 045,Team 009,3,2,Home
3,6,Player 045,Team 009,Player 031,Team 014,2,3,Away
3,6,Player 031,Team 014,Player 058,Team 009,3,0,Home
3,6,Player 058,Team 009,Player 031,Team 014,0,3,Away
3,6,Player 031,Team 014,Player 068,Team 009,3,1,Home
3,6,Player 068,Team 009,Player 031,Team 014,1,3,Away
3,6,Player 095,Team 014,Player 081,Team 009,3,2,Home
3,6,Player 081,Team 009,Player 095,Team 014,2,3,Away
3,6,Player 095,Team 014,Player 045,Team 009,3,1,Home
3,6,Player 045,Team 009,Player 095,Team 014,1,3,Away
3,6,Player 095,Team 014,Player 058,Team 009,3,0,Home
3,6,Player 058,Team 009,Player 095,Team 014,0,3,Away
3,6,Player 095,Team 014,Player 068,Team 009,0,3,Home
3,6,Player 068,Team 009,Player 095,Team 014,3,0,Away
3,6,Player 042,Team 014,Player 081,Team 009,3,0,Home
3,6,Player 081,Team 009,Player 042,Team 014,0,3,Away
3,6,Player 042,Team 014,Player 045,Team 009,3,1,Home
3,6,Player 045,Team 009,Player 042,Team 014,1,3,Away
3,6,Player 042,Team 014,Player 058,Team 009,3,0,Home
3,6,Player 058,Team 009,Player 042,Team 014,0,3,Away
3,6,Player 042,Team 014,Player 068,Team 009,2,3,Home
3,6,Player 068,Team 009,Player 042,Team 014,3,2,Away
3,7,Player 077,Team 008,Player 040,Team 005,3,0,Home
3,7,Player 040,Team 005,Player 077,Team 008,0,3,Away
3,7,Player 077,Team 008,Player 038,Team 005,3,0,Home
3,7,Player 038,Team 005,Player 077,Team 008,0,3,Away
3,7,Player 077,Team 008,Player 006,Team 005,0,3,Home
3,7,Player 006,Team 005,Player 077,Team 008,3,0,Away
3,7,Player 077,Team 008,Player 012,Team 005,0,3,Home
3,7,Player 012,Team 005,Player 077,Team 008,3,0,Away
3,7,Player 035,Team 008,Player 038,Team 005,3,1,Home
3,7,Player 038,Team 005,Player 035,Team 008,1,3,Away
3,7,Player 035,Team 008,Player 006,Team 005,2,3,Home
3,7,Player 006,Team 005,Player 035,Team 008,3,2,Away
3,7,Player 037,Team 008,Player 038,Team 005,3,0,Home
3,7,Player 038,Team 005,Player 037,Team 008,0,3,Away
3,7,Player 037,Team 008,Player 006,Team 005,0,3,Home
3,7,Player 006,Team 005,Player 037,Team 008,3,0,Away
3,7,Player 037,Team 008,Player 012,Team 005,2,3,Home
3,7,Player 012,Team 005,Player 037,Team 008,3,2,Away
3,7,Player 037,Team 008,Player 061,Team 005,3,0,Home
3,7,Player 061,Team 005,Player 037,Team 008,0,3,Away
3,7,Player 016,Team 008,Player 040,Team 005,3,1,Home
3,7,Player 040,Team 005,Player 016,Team 008,1,3,Away
3,7,Player 016,Team 008,Player 038,Team 005,3,0,Home
3,7,Player 038,Team 005,Player 016,Team 008,0,3,Away
3,7,Player 016,Team 008,Player 006,Team 005,2,3,Home
3,7,Player 006,Team 005,Player 016,Team 008,3,2,Away
3,7,Player 016,Team 008,Player 012,Team 005,1,3,Home
3,7,Player 012,Team 005,Player 016,Team 008,3,1,Away
3,7,Player 060,Team 008,Player 012,Team 005,1,3,Home
3,7,Player 012,Team 005,Player 060,Team 008,3,1,Away
3,7,Player 060,Team 008,Player 061,Team 005,3,0,Home
3,7,Player 061,Team 005,Player 060,Team 008,0,3,Away
3,8,Player 022,Team 011,Player 087,Team 016,3,0,Home
3,8,Player 087,Team 016,Player 022,Team 011,0,3,Away
3,8,Player 022,Team 011,Player 057,Team 016,3,0,Home
3,8,Player 057,Team 016,Player 022,Team 011,0,3,Away
3,8,Player 022,Team 011,Player 085,Team 016,3,0,Home
3,8,Player 085,Team 016,Player 022,Team 011,0,3,Away
3,8,Player 022,Team 011,Player 086,Team 016,3,0,Home
3,8,Player 086,Team 016,Player 022,Team 011,0,3,Away
3,8,Player 021,Team 011,Player 087,Team 016,3,0,Home
3,8,Player 087,Team 016,Player 021,Team 011,0,3,Away
3,8,Player 021,Team 011,Player 057,Team 016,3,0,Home
3,8,Player 057,Team 016,Player 021,Team 011,0,3,Away
3,8,Player 021,Team 011,Player 085,Team 016,3,0,Home
3,8,Player 085,Team 016,Player 021,Team 011,0,3,Away
3,8,Player 021,Team 011,Player 086,Team 016,3,1,Home
3,8,Player 086,Team 016,Player 021,Team 011,1,3,Away
3,8,Player 033,Team 011,Player 087,Team 016,3,1,Home
3,8,Player 087,Team 016,Player 033,Team 011,1,3,Away
3,8,Player 033,Team 011,Player 057,Team 016,3,2,Home
3,8,Player 057,Team 016,Player 033,Team 011,2,3,Away
3,8,Player 033,Team 011,Player 085,Team 016,3,0,Home
3,8,Player 085,Team 016,Player 033,Team 011,0,3,Away
3,8,Player 033,Team 011,Player 059,Team 016,3,0,Home
3,8,Player 059,Team 016,Player 033,Team 011,0,3,Away
3,8,Player 082,Team 011,Player 087,Team 016,3,0,Home
3,8,Player 087,Team 016,Player 082,Team 011,0,3,Away
3,8,Player 082,Team 011,Player 057,Team 016,3,0,Home
3,8,Player 057,Team 016,Player 082,Team 011,0,3,Away
3,8,Player 082,Team 011,Player 085,Team 016,3,1,Home
3,8,Player 085,Team 016,Player 082,Team 011,1,3,Away
3,8,Player 082,Team 011,Player 059,Team 016,3,0,Home
3,8,Player 059,Team 016,Player 082,Team 011,0,3,Away
4,1,Player 045,Team 009,Player 020,Team 010,0,3,Home
4,1,Player 020,Team 010,Player 045,Team 009,3,0,Away
4,1,Player 045,Team 009,Player 103,Team 010,3,0,Home
4,1,Player 103,Team 010,Player 045,Team 009,0,3,Away
4,1,Player 045,Team 009,Player 024,Team 010,1,3,Home
4,1,Player 024,Team 010,Player 045,Team 009,3,1,Away
4,1,Player 045,Team 009,Player 064,Team 010,3,0,Home
4,1,Player 064,Team 010,Player 045,Team 009,0,3,Away
4,1,Player 019,Team 009,Player 020,Team 010,3,1,Home
4,1,Player 020,Team 010,Player 019,Team 009,1,3,Away
4,1,Player 019,Team 009,Player 103,Team 010,3,0,Home
4,1,Player 103,Team 010,Player 019,Team 009,0,3,Away
4,1,Player 019,Team 009,Player 024,Team 010,3,0,Home
4,1,Player 024,Team 010,Player 019,Team 009,0,3,Away
4,1,Player 019,Team 009,Player 064,Team 010,3,0,Home
4,1,Player 064,Team 010,Player 019,Team 009,0,3,Away
4,1,Player 029,Team 009,Player 020,Team 010,1,3,Home
4,1,Player 020,Team 010,Player 029,Team 009,3,1,Away
4,1,Player 029,Team 009,Player 103,Team 010,3,0,Home
4,1,Player 103,Team 010,Player 029,Team 009,0,3,Away
4,1,Player 029,Team 009,Player 024,Team 010,0,3,Home
4,1,Player 024,Team 010,Player 029,Team 009,3,0,Away
4,1,Player 029,Team 009,Player 063,Team 010,3,0,Home
4,1,Player 063,Team 010,Player 029,Team 009,0,3,Away
4,1,Player 080,Team 009,Player 020,Team 010,0,3,Home
4,1,Player 020,Team 010,Player 080,Team 009,3,0,Away
4,1,Player 080,Team 009,Player 103,Team 010,3,0,Home
4,1,Player 103,Team 010,Player 080,Team 009,0,3,Away
4,1,Player 080,Team 009,Player 024,Team 010,0,3,Home
4,1,Player 024,Team 010,Player 080,Team 009,3,0,Away
4,1,Player 080,Team 009,Player 063,Team 010,3,0,Home
4,1,Player 063,Team 010,Player 080,Team 009,0,3,Away
4,2,Player 041,Team 002,Player 031,Team 014,1,3,Home
4,2,Player 031,Team 014,Player 041,Team 002,3,1,Away
4,2,Player 041,Team 002,Player 084,Team 014,0,3,Home
4,2,Player 084,Team 014,Player 041,Team 002,3,0,Away
4,2,Player 041,Team 002,Player 042,Team 014,0,3,Home
4,2,Player 042,Team 014,Player 041,Team 002,3,0,Away
4,2,Player 041,Team 002,Player 096,Team 014,2,3,Home
4,2,Player 096,Team 014,Player 041,Team 002,3,2,Away
4,2,Player 053,Team 002,Player 031,Team 014,0,3,Home
4,2,Player 031,Team 014,Player 053,Team 002,3,0,Away
4,2,Player 053,Team 002,Player 084,Team 014,2,3,Home
4,2,Player 084,Team 014,Player 053,Team 002,3,2,Away
4,2,Player 053,Team 002,Player 042,Team 014,0,3,Home
4,2,Player 042,Team 014,Player 053,Team 002,3,0,Away
4,2,Player 053,Team 002,Player 096,Team 014,0,3,Home
4,2,Player 096,Team 014,Player 053,Team 002,3,0,Away
4,2,Player 078,Team 002,Player 031,Team 014,0,3,Home
4,2,Player 031,Team 014,Player 078,Team 002,3,0,Away
4,2,Player 078,Team 002,Player 084,Team 014,2,3,Home
4,2,Player 084,Team 014,Player 078,Team 002,3,2,Away
4,2,Player 078,Team 002,Player 042,Team 014,1,3,Home
4,2,Player 042,Team 014,Player 078,Team 002,3,1,Away
4,2,Player 078,Team 002,Player 096,Team 014,1,3,Home
4,2,Player 096,Team 014,Player 078,Team 002,3,1,Away
4,2,Player 002,Team 002,Player 031,Team 014,1,3,Home
4,2,Player 031,Team 014,Player 002,Team 002,3,1,Away
4,2,Player 002,Team 002,Player 084,Team 014,3,0,Home
4,2,Player 084,Team 014,Player 002,Team 002,0,3,Away
4,2,Player 002,Team 002,Player 042,Team 014,3,0,Home
4,2,Player 042,Team 014,Player 002,Team 002,0,3,Away
4,2,Player 002,Team 002,Player 096,Team 014,3,0,Home
4,2,Player 096,Team 014,Player 002,Team 002,0,3,Away
4,3,Player 072,Team 011,Player 056,Team 015,3,0,Home
4,3,Player 056,Team 015,Player 072,Team 011,0,3,Away
4,3,Player 072,Team 011,Player 047,Team 015,3,0,Home
4,3,Player 047,Team 015,Player 072,Team 011,0,3,Away
